geography_level,msa,msa_code,msa_mapping_method,msa_mapping_status,docs/zip_to_msa.doc,source_economic_file,source_geoid_file,year,month,day_endofweek,cityid,merchants_all,revenue_all,week_end_sunday,week_start_monday,countyfips,countyfips_str,cityname,stateabbrev,statename,statefips,lat,lon,city_pop2019,statefips_str,countyname,cz,czname,county_pop2019,has_game,game_count,completed_game_count,playoff_game_count,neutral_site_game_count,attendance_sum,mlb_game_count,nba_game_count,nfl_game_count,nhl_game_count,joined_game_ids,join_key_cityid,join_key_week_start_monday,join_level,join_warning,event_msa,event_msa_code,event_msa_block_id,event_msa_block_compact_id,event_msa_region,event_msa_pop_size_bin,event_msa_urban_rural,event_msa_recommended_for_matching,block_join_warning
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,13,0.0709,0.0589,2021-02-28,2021-02-22,,,Detroit,MI,Michigan,26,42.33,-83.05,1749343,26,,,,,1,3,3,0,0,0.0,0,1,0,2,NHL:2020020305|NHL:2020020317|NBA:401267664,13,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Detroit-Warren-Dearborn, MI",19820,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,14,-0.0955,-0.197,2021-02-28,2021-02-22,,,Philadelphia,PA,Pennsylvania,42,39.95,-75.17,1584064,42,,,,,1,3,3,0,0,0.0,0,2,0,1,NHL:2020020308|NBA:401267658|NBA:401267673,14,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,15,0.0241,-0.316,2021-02-28,2021-02-22,,,Columbus,OH,Ohio,39,39.96,-83.0,1316756,39,,,,,1,2,2,0,0,0.0,0,0,0,2,NHL:2020020304|NHL:2020020316,15,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Columbus, OH",18140,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,16,0.0104,-0.232,2021-02-28,2021-02-22,,,Austin,TX,Texas,48,30.27,-97.74,1273954,48,,,,,0,0,0,0,0,0.0,0,0,0,0,,16,2021-02-22,city_week,no_matching_city_week_game,"Austin-Round Rock-San Marcos, TX",12420,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,17,0.0299,-0.135,2021-02-28,2021-02-22,,,Charlotte,NC,North Carolina,37,35.23,-80.84,1110356,37,,,,,0,0,0,0,0,0.0,0,0,0,0,,17,2021-02-22,city_week,no_matching_city_week_game,"Charlotte-Concord-Gastonia, NC-SC",16740,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,18,-0.0545,0.0173,2021-02-28,2021-02-22,,,Indianapolis,IN,Indiana,18,39.77,-86.16,964582,18,,,,,1,2,2,0,0,0.0,0,2,0,0,NBA:401267633|NBA:401267649,18,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Indianapolis-Carmel-Greenwood, IN",26900,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,19,-0.024,0.0542,2021-02-28,2021-02-22,,,Jacksonville,FL,Florida,12,30.33,-81.66,957755,12,,,,,0,0,0,0,0,0.0,0,0,0,0,,19,2021-02-22,city_week,no_matching_city_week_game,"Jacksonville, FL",27260,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,20,-0.104,-0.179,2021-02-28,2021-02-22,,,Memphis,TN,Tennessee,47,35.15,-90.05,937166,47,,,,,1,2,2,0,0,3935.0,0,2,0,0,NBA:401267661|NBA:401267669,20,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Memphis, TN-MS-AR",32820,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,21,-0.254,-0.794,2021-02-28,2021-02-22,,,San Francisco,CA,California,6,37.77,-122.42,881549,06,,,,,1,1,1,0,0,0.0,0,1,0,0,NBA:401267671,21,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"San Francisco-Oakland-Fremont, CA",41860,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,22,-0.107,-0.297,2021-02-28,2021-02-22,,,El Paso,TX,Texas,48,31.78,-106.44,839238,48,,,,,0,0,0,0,0,0.0,0,0,0,0,,22,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,23,-0.0773,-0.248,2021-02-28,2021-02-22,,,Baltimore,MD,Maryland,24,39.29,-76.61,593490,24,,,,,0,0,0,0,0,0.0,0,0,0,0,,23,2021-02-22,city_week,no_matching_city_week_game,"Baltimore-Columbia-Towson, MD",12580,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,24,-0.221,-0.12,2021-02-28,2021-02-22,,,Portland,OR,Oregon,41,45.52,-122.68,812855,41,,,,,0,0,0,0,0,0.0,0,0,0,0,,24,2021-02-22,city_week,no_matching_city_week_game,"Portland-Vancouver-Hillsboro, OR-WA",38900,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,25,-0.155,-0.462,2021-02-28,2021-02-22,,,Boston,MA,Massachusetts,25,42.36,-71.06,803907,25,,,,,1,2,2,0,1,0.0,0,1,0,1,NHL:2020020290|NBA:401267665,25,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Gardnerville Ranchos, NV-CA",23820,west|medium|micro_proxy|economic_unknown|svi_unknown,medium|micro_proxy|service_unknown|svi_unknown,west,medium,micro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,26,0.0849,-0.227,2021-02-28,2021-02-22,,,Oklahoma City,OK,Oklahoma,40,35.47,-97.52,797434,40,,,,,1,4,4,0,0,0.0,0,4,0,0,NBA:401267635|NBA:401267655|NBA:401267670|NBA:401267678,26,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Oklahoma City, OK",36420,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,27,-0.15,-0.25,2021-02-28,2021-02-22,,,Louisville,KY,Kentucky,21,38.25,-85.76,766757,21,,,,,0,0,0,0,0,0.0,0,0,0,0,,27,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,28,0.0523,-0.351,2021-02-28,2021-02-22,,,Denver,CO,Colorado,8,39.74,-104.99,727211,08,,,,,1,2,2,0,0,0.0,0,2,0,0,NBA:401267647|NBA:401267662,28,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Denver-Aurora-Centennial, CO",19740,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,29,-0.281,-0.702,2021-02-28,2021-02-22,,,Washington,DC,District of Columbia,11,38.91,-77.04,705749,11,,,,,1,3,3,0,0,0.0,0,1,0,2,NHL:2020020302|NHL:2020020313|NBA:401267677,29,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,30,-0.124,0.157,2021-02-28,2021-02-22,,,Nashville,TN,Tennessee,47,36.16,-86.78,694144,47,,,,,1,2,2,0,0,0.0,0,0,0,2,NHL:2020020332|NHL:2020020344,30,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,31,-0.0231,-0.338,2021-02-28,2021-02-22,,,Milwaukee,WI,Wisconsin,55,43.04,-87.91,945726,55,,,,,1,4,4,0,0,7200.0,0,4,0,0,NBA:401267631|NBA:401267646|NBA:401267663|NBA:401267680,31,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Milwaukee-Waukesha, WI",33340,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,32,-0.285,-0.436,2021-02-28,2021-02-22,,,Albuquerque,NM,New Mexico,35,35.09,-106.61,679121,35,,,,,0,0,0,0,0,0.0,0,0,0,0,,32,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,33,-0.0863,-0.199,2021-02-28,2021-02-22,,,Tucson,AZ,Arizona,4,32.22,-110.93,1047279,04,,,,,0,0,0,0,0,0.0,0,0,0,0,,33,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,34,-0.0147,-0.463,2021-02-28,2021-02-22,,,Fresno,CA,California,6,36.75,-119.77,999101,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,34,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,35,-0.155,-0.0566,2021-02-28,2021-02-22,,,Sacramento,CA,California,6,38.58,-121.49,1552058,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,35,2021-02-22,city_week,no_matching_city_week_game,"Sacramento-Roseville-Folsom, CA",40900,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,36,0.0202,-0.209,2021-02-28,2021-02-22,,,Atlanta,GA,Georgia,13,33.75,-84.39,1063937,13,,,,,1,2,2,0,0,2899.0,0,2,0,0,NBA:401267630|NBA:401267650,36,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Atlanta-Sandy Springs-Roswell, GA",12060,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,37,0.0254,-0.172,2021-02-28,2021-02-22,,,Kansas City,MO,Missouri,29,39.1,-94.58,703011,29,,,,,0,0,0,0,0,0.0,0,0,0,0,,37,2021-02-22,city_week,no_matching_city_week_game,"Kansas City, MO-KS",28140,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,38,-0.0197,-0.308,2021-02-28,2021-02-22,,,Miami,FL,Florida,12,25.76,-80.19,2716940,12,,,,,1,6,6,0,0,0.0,0,2,0,4,NHL:2020020009|NHL:2020020303|NBA:401267652|NHL:2020020315|NBA:401267667|NHL:2020020330,38,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,39,-0.0808,-0.239,2021-02-28,2021-02-22,,,Raleigh,NC,North Carolina,37,35.78,-78.64,1111761,37,,,,,1,1,1,0,0,0.0,0,0,0,1,NHL:2020020097,39,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Raleigh-Cary, NC",39580,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,40,-0.0865,-0.127,2021-02-28,2021-02-22,,,Omaha,NE,Nebraska,31,41.25,-96.0,571327,31,,,,,0,0,0,0,0,0.0,0,0,0,0,,40,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,41,-0.139,-0.503,2021-02-28,2021-02-22,,,Oakland,CA,California,6,37.8,-122.27,1671329,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,41,2021-02-22,city_week,no_matching_city_week_game,"San Francisco-Oakland-Fremont, CA",41860,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,42,-0.157,-0.0862,2021-02-28,2021-02-22,,,Minneapolis,MN,Minnesota,27,44.98,-93.27,1265843,27,,,,,1,2,2,0,0,0.0,0,0,0,2,NHL:2020020324|NHL:2020020336,42,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,43,-0.0498,-0.241,2021-02-28,2021-02-22,,,Tampa,FL,Florida,12,27.95,-82.46,1471968,12,,,,,1,6,6,0,0,0.0,0,3,0,3,NBA:401267628|NBA:401267644|NHL:2020020296|NHL:2020020314|NBA:401267666|NHL:2020020329,43,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Tampa-St. Petersburg-Clearwater, FL",45300,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,44,-0.0228,-0.459,2021-02-28,2021-02-22,,,New Orleans,LA,Louisiana,22,29.95,-90.07,390144,22,,,,,1,1,1,0,0,2700.0,0,1,0,0,NBA:401267654,44,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"New Orleans-Metairie, LA",35380,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,45,-0.0477,-0.0398,2021-02-28,2021-02-22,,,Wichita,KS,Kansas,20,37.69,-97.34,516042,20,,,,,0,0,0,0,0,0.0,0,0,0,0,,45,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,46,-0.029,0.0797,2021-02-28,2021-02-22,,,Cleveland,OH,Ohio,39,41.5,-81.69,1235072,39,,,,,1,3,3,0,0,8160.0,0,3,0,0,NBA:401267626|NBA:401267640|NBA:401267651,46,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Cleveland, OH",17410,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,47,-0.161,-0.42,2021-02-28,2021-02-22,,,Bakersfield,CA,California,6,35.37,-119.02,900202,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,47,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,48,-0.0502,-0.181,2021-02-28,2021-02-22,,,Honolulu,HI,Hawaii,15,21.31,-157.86,974563,15,,,,,0,0,0,0,0,0.0,0,0,0,0,,48,2021-02-22,city_week,no_matching_city_week_game,"Urban Honolulu, HI",46520,west|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,west,mega,medium_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,49,-0.124,-0.031,2021-02-28,2021-02-22,,,Boise,ID,Idaho,16,43.62,-116.2,481587,16,,,,,0,0,0,0,0,0.0,0,0,0,0,,49,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,50,-0.0233,-0.227,2021-02-28,2021-02-22,,,Salt Lake City,UT,Utah,49,40.76,-111.89,1160437,49,,,,,1,2,2,0,0,8814.0,0,2,0,0,NBA:401267638|NBA:401267657,50,2021-02-22,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Salt Lake City-Murray, UT",41620,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,51,-0.135,-0.3,2021-02-28,2021-02-22,,,Virginia Beach,VA,Virginia,51,36.85,-75.98,449974,51,,,,,0,0,0,0,0,0.0,0,0,0,0,,51,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,52,0.0106,0.0711,2021-02-28,2021-02-22,,,Colorado Springs,CO,Colorado,8,38.83,-104.82,720403,08,,,,,0,0,0,0,0,0.0,0,0,0,0,,52,2021-02-22,city_week,no_matching_city_week_game,,,,,,,,,missing_city_msa_block_profile
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,2,28,53,-0.0335,-0.463,2021-02-28,2021-02-22,,,Tulsa,OK,Oklahoma,40,36.15,-95.99,651552,40,,,,,0,0,0,0,0,0.0,0,0,0,0,,53,2021-02-22,city_week,no_matching_city_week_game,"Tulsa, OK",46140,south|mega|medium_metro_proxy|economic_unknown|svi_unknown,mega|medium_metro_proxy|service_unknown|svi_unknown,south,mega,medium_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,3,7,1,-0.0886,-0.275,2021-03-07,2021-03-01,,,Los Angeles,CA,California,6,34.05,-118.24,10039107,06,,,,,1,5,5,0,0,0.0,0,2,0,3,NBA:401267687|NBA:401267702|NHL:2020020742|NHL:2020020379|NHL:2020020388,1,2021-03-01,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Los Angeles-Long Beach-Anaheim, CA",31080,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,3,7,2,0.00158,-0.187,2021-03-07,2021-03-01,,,New York City,NY,New York,36,40.71,-74.01,8336817,36,,,,,1,8,8,0,0,1981.0,0,1,0,7,NHL:2020020301|NHL:2020020354|NBA:401302775|NHL:2020020163|NHL:2020020180|NHL:2020020374|NHL:2020020375|NHL:2020020391,2,2021-03-01,city_week,city_week_join_with_msa_block_context_not_causal_identification,"New York-Newark-Jersey City, NY-NJ",35620,northeast|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,northeast,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,3,7,3,-0.144,-0.141,2021-03-07,2021-03-01,,,Chicago,IL,Illinois,17,41.88,-87.63,5150233,17,,,,,1,5,5,0,0,0.0,0,1,0,4,NHL:2020020343|NBA:401267691|NHL:2020020367|NHL:2020020376|NHL:2020020394,3,2021-03-01,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Chicago-Naperville-Elgin, IL-IN",16980,midwest|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,midwest,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,3,7,4,0.0272,-0.0781,2021-03-07,2021-03-01,,,Houston,TX,Texas,48,29.76,-95.37,4713325,48,,,,,1,3,3,0,0,9945.0,0,3,0,0,NBA:401267685|NBA:401267692|NBA:401267706,4,2021-03-01,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Houston-Pasadena-The Woodlands, TX",26420,south|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,south,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,3,7,5,0.033,-0.0787,2021-03-07,2021-03-01,,,Phoenix,AZ,Arizona,4,33.45,-112.07,4485414,04,,,,,1,1,1,0,0,3233.0,0,1,0,0,NBA:401283400,5,2021-03-01,city_week,city_week_join_with_msa_block_context_not_causal_identification,"Phoenix-Mesa-Chandler, AZ",38060,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
city,,,not_mapped_city_requires_county_bridge,not_mapped,docs/zip_to_msa.doc,data/processed/economic/womply_city_weekly.csv,data/processed/economic/geoid_city.csv,2021,3,7,6,-0.147,-0.35,2021-03-07,2021-03-01,,,San Diego,CA,California,6,32.72,-117.16,3338330,06,,,,,0,0,0,0,0,0.0,0,0,0,0,,6,2021-03-01,city_week,no_matching_city_week_game,"San Diego-Chula Vista-Carlsbad, CA",41740,west|mega|large_metro_proxy|economic_unknown|svi_unknown,mega|large_metro_proxy|service_unknown|svi_unknown,west,mega,large_metro_proxy,,
